Source IP,Destination IP,Source Port,Destination Port,Timestamp,Protocol,Packet Size,Flags,Severity Level
9.197.30.165,147.90.226.57,31712,22743,1/24/2024 19:21,TCP,1261,jY647,Malicious
223.14.2.130,30.126.86.44,18546,36051,1/6/2024 10:12,TCP,261,pu738,Malicious
73.76.253.136,63.219.52.106,61566,32589,1/1/2024 11:10,TCP,1353,OJ934,Normal
137.65.170.103,165.138.104.160,57864,29569,1/6/2024 8:50,TCP,182,In697,Suspicious
188.132.165.4,5.18.172.97,18966,53013,1/20/2024 15:09,UDP,937,Tx496,Malicious
15.7.83.116,117.161.175.171,13955,22269,1/12/2024 17:31,UDP,388,vH991,Normal
23.162.190.16,28.24.216.112,11649,60975,1/2/2024 17:25,TCP,63,us690,Suspicious
143.97.224.158,25.3.125.131,41976,56105,1/3/2024 12:35,UDP,1002,WF005,Malicious
74.70.35.161,146.91.32.32,7613,47953,1/24/2024 14:49,TCP,1200,TF656,Normal
164.199.125.92,161.245.227.154,18129,64473,1/24/2024 18:22,TCP,260,Ac806,Suspicious
197.45.212.65,223.217.10.3,25865,54237,1/23/2024 9:39,UDP,723,QL448,Normal
111.184.41.42,79.131.236.33,7238,62287,1/15/2024 2:23,UDP,616,Ph987,Normal
182.247.10.178,56.235.51.92,31922,35535,1/3/2024 14:36,UDP,1134,FC363,Normal
79.144.6.162,163.193.252.27,56208,6114,1/9/2024 13:49,UDP,496,id811,Suspicious
112.165.254.247,188.244.0.190,42770,58290,1/3/2024 23:40,ICMP,373,Il675,Suspicious
210.60.67.77,184.178.255.209,51573,28635,1/23/2024 13:58,UDP,339,Qx675,Normal
210.21.207.31,52.226.24.97,36023,53425,1/21/2024 16:52,TCP,195,FS264,Suspicious
16.207.188.196,11.221.95.174,64576,50617,1/19/2024 10:43,ICMP,218,YH170,Malicious
37.169.5.27,81.164.180.232,42542,1580,1/2/2024 16:57,TCP,1419,Br397,Normal
212.167.249.170,61.223.206.114,64016,62691,1/21/2024 1:48,TCP,356,uT238,Normal
6.196.165.20,91.167.240.36,9658,56848,1/16/2024 17:10,ICMP,179,kO209,Normal
40.134.219.202,218.201.125.16,28428,42972,1/2/2024 7:24,ICMP,757,MO677,Malicious
140.12.96.78,94.71.165.27,30851,2077,1/5/2024 11:26,TCP,195,Rm587,Normal
66.160.17.127,138.146.63.134,17347,24827,1/2/2024 12:48,ICMP,92,gi397,Suspicious
95.59.49.88,155.15.14.156,12683,41868,1/23/2024 16:12,TCP,787,MC766,Normal
209.113.60.158,52.44.81.225,51409,31540,1/14/2024 12:13,TCP,533,LI413,Suspicious
42.5.71.231,8.91.124.52,19199,6352,1/3/2024 4:50,TCP,759,tn958,Normal
35.190.212.248,171.141.64.28,57392,56718,1/4/2024 5:35,TCP,1324,Rk603,Normal
89.77.148.137,6.152.133.220,58395,31280,1/23/2024 19:21,UDP,1331,do314,Normal
88.2.57.146,90.220.108.117,63771,51019,1/7/2024 13:41,UDP,1341,rZ746,Malicious
51.96.191.187,204.181.212.12,11550,8072,1/24/2024 13:13,TCP,567,ZJ991,Suspicious
144.68.20.63,123.220.84.29,46015,10159,1/15/2024 16:40,UDP,61,eY089,Malicious
136.140.229.26,177.155.233.227,8729,8856,1/5/2024 11:09,ICMP,379,QL649,Normal
92.66.157.53,45.51.92.219,40891,17582,1/5/2024 5:06,TCP,1118,Ax256,Suspicious
17.96.162.37,21.111.151.79,44815,509,1/19/2024 15:54,TCP,68,Ok536,Malicious
84.212.151.59,94.62.3.113,32528,27795,1/6/2024 17:29,UDP,609,DS025,Malicious
85.237.98.171,4.89.41.238,58904,61458,1/20/2024 22:16,UDP,252,Eu820,Normal
131.240.239.202,47.204.229.115,43036,16823,1/16/2024 7:24,ICMP,785,hF171,Suspicious
190.78.34.198,218.194.183.113,7788,49974,1/16/2024 5:00,ICMP,1489,na726,Malicious
210.25.237.96,216.155.146.33,14685,35870,1/5/2024 22:12,TCP,229,YB986,Normal
167.248.58.73,96.244.206.161,63090,43880,1/17/2024 11:42,ICMP,922,LM589,Normal
95.70.40.164,101.160.170.211,21348,61021,1/23/2024 18:11,ICMP,1327,Tn855,Suspicious
155.56.16.42,28.203.209.3,63814,27600,1/19/2024 20:41,TCP,1121,tj093,Suspicious
62.164.64.241,37.167.97.60,37602,58660,1/22/2024 1:30,UDP,468,Mn698,Normal
46.141.173.199,97.101.29.65,50895,52615,1/16/2024 6:35,TCP,772,Mq619,Malicious
114.19.111.231,49.180.25.140,56811,26249,1/21/2024 13:40,UDP,1233,Jt920,Normal
60.40.173.75,106.168.230.17,17734,4077,1/21/2024 6:37,UDP,442,Di905,Suspicious
182.12.116.108,196.239.178.247,22503,23065,1/21/2024 0:13,ICMP,1068,mJ637,Suspicious
119.26.141.99,198.211.51.181,19120,32833,1/7/2024 2:59,TCP,802,Bs109,Normal
157.133.148.243,27.142.13.90,27178,15081,1/15/2024 19:32,ICMP,1482,nq113,Suspicious
217.217.74.62,16.121.38.144,47038,12485,1/15/2024 20:29,ICMP,802,vI564,Normal
140.149.161.198,11.243.123.63,57432,25845,1/22/2024 15:43,ICMP,400,NZ154,Normal
8.93.114.47,16.146.119.148,27501,44696,1/23/2024 6:10,ICMP,282,wj722,Suspicious
108.240.97.236,185.247.112.184,47574,63382,1/13/2024 9:30,ICMP,565,fn923,Suspicious
114.4.220.116,217.151.50.136,26064,11218,1/19/2024 16:52,UDP,272,XZ249,Normal
46.78.209.219,110.129.159.37,5578,29777,1/21/2024 12:22,ICMP,122,Am430,Suspicious
36.6.52.59,51.225.1.232,40993,55026,1/1/2024 9:05,UDP,591,jA294,Malicious
23.176.114.165,117.163.84.225,11040,63864,1/9/2024 16:26,UDP,218,id827,Suspicious
71.43.86.178,47.232.197.16,49509,45797,1/4/2024 13:21,TCP,1211,Jh688,Normal
146.71.134.1,106.35.104.212,8654,35967,1/21/2024 11:39,TCP,1013,dW963,Malicious
181.136.37.60,73.110.210.172,16639,30439,1/23/2024 23:48,ICMP,769,VV381,Suspicious
142.163.199.197,132.114.188.118,55676,54694,1/5/2024 15:58,UDP,815,GX813,Normal
8.110.247.95,203.103.114.65,29238,45770,1/17/2024 0:10,TCP,770,VL349,Malicious
18.3.46.148,53.73.175.152,46812,61121,1/16/2024 12:57,UDP,564,zB379,Normal
58.47.200.89,63.189.194.111,3354,17454,1/23/2024 22:55,ICMP,449,qz375,Normal
114.210.31.121,4.199.26.114,13958,47671,1/12/2024 17:37,TCP,317,vq811,Normal
182.195.118.15,169.120.45.69,4326,5339,1/3/2024 9:26,UDP,291,nY676,Normal
21.195.177.184,9.173.205.147,31700,60315,1/20/2024 18:19,UDP,1363,Qa229,Malicious
167.182.76.47,23.29.48.24,49945,27181,1/20/2024 9:59,UDP,100,BQ224,Suspicious
185.128.17.90,170.212.226.11,51879,148,1/21/2024 16:52,TCP,1140,Jn120,Suspicious
130.208.138.79,126.255.29.173,24805,28893,1/15/2024 16:03,ICMP,1445,Nn189,Normal
192.230.31.174,182.253.182.208,40533,20071,1/18/2024 19:50,UDP,474,IM948,Suspicious
58.54.136.195,3.147.222.116,50779,6535,1/7/2024 12:02,UDP,378,WC383,Malicious
70.44.94.113,107.111.123.212,36295,42209,1/10/2024 19:16,TCP,1340,fp375,Malicious
73.173.14.122,45.161.161.72,26487,12198,1/13/2024 7:05,TCP,109,yD156,Malicious
12.185.194.102,153.152.148.221,55964,31521,1/20/2024 22:43,TCP,1383,TN228,Malicious
21.162.229.86,43.208.131.153,9804,39544,1/12/2024 3:22,UDP,232,kZ536,Suspicious
197.75.207.198,51.140.43.86,14970,57558,1/7/2024 13:56,UDP,1361,pr052,Normal
186.198.59.244,142.21.92.66,27440,3975,1/15/2024 20:46,UDP,399,jj783,Malicious
137.57.36.32,156.28.12.109,2785,50890,1/1/2024 22:44,UDP,709,Yl425,Normal
40.57.146.108,43.2.107.22,34532,37594,1/19/2024 18:42,UDP,684,nT983,Suspicious
188.131.230.36,83.124.136.251,50050,47275,1/5/2024 19:13,TCP,663,cX302,Normal
19.95.100.179,203.42.34.12,12231,13437,1/18/2024 5:20,TCP,674,Dg736,Suspicious
101.147.254.78,7.162.73.241,25486,25411,1/12/2024 6:09,ICMP,236,NB747,Normal
20.16.226.23,176.223.30.225,8667,61613,1/14/2024 3:45,UDP,145,nj931,Normal
126.53.149.251,27.181.6.139,9491,51991,1/2/2024 16:05,UDP,487,Va426,Malicious
130.119.114.241,56.214.227.214,7352,58580,1/18/2024 15:42,ICMP,1364,IL525,Normal
69.173.110.69,188.233.71.146,53971,49991,1/6/2024 22:14,UDP,1302,dF852,Suspicious
19.165.163.27,6.254.74.11,54570,11283,1/11/2024 0:31,UDP,892,qx435,Malicious
221.234.238.200,102.32.114.255,9387,35774,1/24/2024 2:30,UDP,1435,Zf302,Suspicious
3.152.197.186,100.22.146.138,56749,62874,1/8/2024 0:36,ICMP,330,qo063,Normal
174.182.119.45,153.156.153.247,31036,14964,1/2/2024 0:44,TCP,799,vp030,Suspicious
100.20.161.177,51.150.36.222,52012,12664,1/8/2024 20:04,UDP,1054,Oh476,Suspicious
166.17.39.237,103.204.230.44,47421,58141,1/1/2024 4:57,UDP,1058,UJ922,Suspicious
176.168.121.248,29.22.105.118,12437,48339,1/16/2024 0:04,ICMP,1414,Zr353,Malicious
116.180.162.136,24.103.120.224,15892,60761,1/11/2024 22:33,TCP,574,hT493,Malicious
76.32.126.39,15.83.46.125,21023,31610,1/20/2024 6:53,ICMP,719,lF157,Normal
163.24.243.67,29.182.95.243,57184,15311,1/23/2024 8:07,UDP,628,BN063,Suspicious
21.152.155.168,129.144.142.177,10810,63843,1/9/2024 5:40,UDP,934,Mg623,Malicious
69.25.80.133,170.50.8.132,61881,42712,1/20/2024 6:44,UDP,840,SJ399,Normal
19.213.221.217,26.79.89.167,32709,48509,1/25/2024 2:19,ICMP,1361,ZZ473,Normal
17.171.175.136,69.1.227.218,33647,709,1/20/2024 11:48,UDP,1165,wi371,Suspicious
83.203.57.248,210.116.168.44,40393,54906,1/21/2024 0:03,UDP,240,Gk764,Malicious
91.35.80.13,106.220.64.135,61989,49350,1/4/2024 10:51,ICMP,805,lK663,Normal
42.2.97.141,72.73.15.231,52302,48057,1/8/2024 15:44,UDP,1091,hD112,Malicious
142.239.220.37,89.116.104.15,2038,3312,1/6/2024 17:17,UDP,659,QT256,Normal
71.157.105.131,63.82.46.101,11134,37285,1/14/2024 8:13,UDP,1402,Ci023,Normal
169.87.196.255,114.174.60.120,241,41754,1/1/2024 9:08,UDP,835,Rb122,Malicious
81.73.128.126,83.228.199.176,43001,25826,1/5/2024 1:36,UDP,1191,cu473,Normal
134.167.5.22,202.1.157.193,22674,52635,1/11/2024 9:45,ICMP,780,mg396,Malicious
147.189.138.217,134.96.37.207,20856,4556,1/13/2024 7:09,ICMP,1346,nl734,Suspicious
107.104.118.12,131.215.145.44,53575,37250,1/12/2024 1:05,TCP,849,Qe772,Malicious
164.187.176.167,163.49.228.172,47434,9193,1/10/2024 16:21,UDP,175,IZ404,Suspicious
155.236.86.50,1.28.14.10,12310,35283,1/22/2024 4:45,TCP,551,dr622,Suspicious
170.179.95.129,193.73.172.170,56969,55205,1/7/2024 0:22,UDP,1227,jY555,Suspicious
22.209.159.206,71.74.116.89,50522,7826,1/6/2024 22:42,ICMP,890,Es258,Normal
135.178.41.189,94.213.27.6,50475,56279,1/18/2024 14:26,TCP,427,SH570,Normal
40.84.38.218,142.201.159.61,1101,64246,1/20/2024 15:14,TCP,209,sT499,Normal
165.14.131.64,3.79.211.251,11770,6038,1/5/2024 13:04,TCP,310,gy319,Normal
89.189.137.210,22.63.59.184,4779,61740,1/3/2024 22:41,ICMP,745,BF511,Normal
210.10.92.187,155.190.221.249,23735,38569,1/2/2024 15:19,TCP,859,Ka669,Normal
60.96.141.14,55.109.224.22,2450,11356,1/11/2024 4:25,UDP,460,ge256,Suspicious
28.10.53.20,164.177.245.23,57445,3903,1/4/2024 6:46,ICMP,273,fm004,Normal
177.147.97.172,2.99.85.37,64522,48862,1/1/2024 23:48,ICMP,1149,Mb486,Suspicious
178.81.36.99,4.113.90.34,31747,3444,1/6/2024 18:31,TCP,1402,QF383,Normal
102.104.107.46,209.122.95.240,1350,37873,1/11/2024 12:17,TCP,147,hx475,Malicious
98.15.90.184,97.253.200.228,5001,54397,1/10/2024 17:41,UDP,1127,uv512,Malicious
222.222.13.147,27.100.43.53,27401,6362,1/5/2024 22:28,UDP,1499,gS845,Normal
196.47.248.56,21.147.52.195,8250,58117,1/11/2024 13:33,TCP,631,BS778,Suspicious
26.117.22.255,31.91.123.238,8614,41639,1/19/2024 11:12,ICMP,974,Sq591,Malicious
106.103.120.86,167.253.150.205,7108,21215,1/22/2024 15:52,ICMP,1449,sX885,Malicious
35.206.94.212,66.77.11.247,19659,51834,1/20/2024 10:08,TCP,791,ls217,Normal
41.5.187.195,154.46.4.146,5084,58741,1/22/2024 8:36,ICMP,921,mJ136,Suspicious
116.123.178.76,40.115.181.118,64980,65497,1/1/2024 19:42,TCP,875,lB824,Suspicious
144.73.209.219,178.179.249.216,25642,2677,1/18/2024 12:20,UDP,94,tw430,Normal
68.93.0.116,210.204.178.68,7380,7222,1/18/2024 11:01,ICMP,765,qx170,Suspicious
91.129.27.119,21.174.124.163,5758,39076,1/16/2024 1:25,ICMP,488,Vg051,Malicious
194.34.169.151,210.91.92.231,12172,1572,1/13/2024 17:06,UDP,318,pZ394,Suspicious
8.141.160.0,47.60.63.239,6999,21980,1/11/2024 21:31,ICMP,120,De997,Malicious
80.87.232.46,123.78.182.105,55825,35198,1/13/2024 1:50,ICMP,1059,wS140,Suspicious
122.187.75.89,13.199.12.71,487,29001,1/18/2024 4:29,ICMP,1114,gF563,Normal
80.93.8.116,56.196.224.213,52765,57603,1/16/2024 23:13,TCP,1005,mU559,Malicious
51.253.115.120,189.32.198.203,16517,16837,1/9/2024 8:55,UDP,422,na465,Suspicious
206.200.105.49,223.153.171.215,33243,41820,1/14/2024 19:47,UDP,375,ji466,Normal
197.85.77.110,100.226.218.97,14631,20071,1/21/2024 1:29,UDP,390,LO287,Malicious
104.119.89.222,72.227.249.179,54401,23847,1/11/2024 23:17,TCP,1393,Re044,Suspicious
100.7.99.156,144.139.60.242,22911,40571,1/10/2024 10:15,ICMP,695,DG771,Malicious
51.229.92.157,31.125.211.225,11173,3977,1/3/2024 17:31,ICMP,581,OC145,Malicious
27.101.113.72,196.239.229.249,890,55419,1/1/2024 6:07,TCP,896,Wz496,Malicious
69.230.128.176,215.61.71.130,310,20598,1/18/2024 9:30,UDP,191,Vq812,Malicious
213.65.234.123,73.58.122.226,37074,54198,1/21/2024 20:14,UDP,161,Hh851,Suspicious
124.163.10.101,39.168.209.75,16221,19883,1/4/2024 22:41,TCP,578,nQ850,Suspicious
50.4.173.206,131.56.66.19,64907,57979,1/8/2024 17:18,TCP,996,Wc736,Suspicious
152.101.218.147,180.21.43.70,42309,12654,1/19/2024 18:03,ICMP,310,Uz133,Suspicious
208.128.37.243,165.196.116.239,11301,58342,1/20/2024 22:23,UDP,828,Wp046,Normal
141.75.248.53,1.154.205.179,15045,23424,1/22/2024 16:19,TCP,1036,kB600,Suspicious
198.184.42.55,221.189.105.223,15313,19666,1/6/2024 3:19,UDP,1435,de251,Malicious
165.212.4.173,73.249.179.123,11528,23728,1/13/2024 23:43,UDP,399,KW625,Normal
216.103.209.76,189.58.154.190,18732,56366,1/10/2024 21:32,ICMP,736,DN543,Suspicious
129.40.90.182,98.114.223.3,48853,64315,1/1/2024 12:28,TCP,820,qy044,Normal
188.30.70.81,175.67.204.23,4460,30386,1/8/2024 6:42,ICMP,1440,rM587,Normal
101.253.45.195,120.114.25.112,9084,12780,1/1/2024 6:42,ICMP,322,Dj938,Suspicious
149.24.32.244,57.231.72.156,56758,58773,1/8/2024 7:53,TCP,971,Pb470,Normal
142.92.218.43,83.72.66.93,59134,56104,1/22/2024 18:14,TCP,649,Sr150,Malicious
28.192.175.153,30.208.129.136,44370,17224,1/16/2024 7:00,UDP,1216,sp306,Suspicious
62.225.66.21,169.164.201.113,34309,37005,1/19/2024 11:52,UDP,1324,La385,Malicious
76.23.88.209,74.47.193.10,40239,55039,1/17/2024 10:47,ICMP,423,Vs125,Normal
39.238.120.253,199.58.52.10,61042,52440,1/19/2024 12:37,UDP,123,Rc705,Suspicious
95.210.67.159,158.114.76.239,5612,1906,1/14/2024 4:30,ICMP,917,VI751,Normal
143.213.115.13,74.107.193.244,14744,15672,1/3/2024 23:40,UDP,711,fx358,Normal
61.183.146.207,114.154.240.55,2589,37120,1/7/2024 23:02,ICMP,1125,XV389,Malicious
154.173.39.135,2.205.69.75,17334,36360,1/2/2024 2:39,UDP,1055,PP805,Suspicious
37.123.17.39,102.0.162.235,32196,33697,1/13/2024 7:34,UDP,815,XB104,Normal
139.104.232.178,101.110.79.178,24446,34821,1/10/2024 17:20,TCP,70,ue607,Malicious
47.109.31.41,15.141.79.77,29069,37063,1/14/2024 19:25,TCP,1087,OD335,Normal
143.69.120.146,29.176.70.42,23718,25958,1/8/2024 1:02,UDP,897,EN577,Normal
217.120.236.104,181.141.165.252,59941,63025,1/7/2024 12:26,UDP,366,vQ907,Suspicious
54.87.14.11,201.90.210.219,13425,13298,1/14/2024 9:07,TCP,446,PE072,Normal
80.67.255.231,75.208.51.162,31130,45113,1/17/2024 11:50,ICMP,1250,TA419,Normal
9.143.239.98,105.124.98.199,59178,62931,1/10/2024 3:44,ICMP,608,dy885,Malicious
131.2.13.210,220.32.227.78,18036,64740,1/17/2024 9:51,UDP,579,sP617,Malicious
131.209.124.204,5.21.128.8,31733,46408,1/21/2024 20:17,TCP,777,YB694,Malicious
176.38.14.52,20.77.84.100,63774,38319,1/19/2024 12:41,TCP,796,KG896,Malicious
12.217.152.224,194.181.95.252,7628,9477,1/1/2024 14:27,ICMP,733,qS240,Suspicious
129.219.237.186,79.248.230.74,7958,43060,1/15/2024 5:19,TCP,1374,CS746,Malicious
61.104.203.113,138.141.69.184,51310,1072,1/5/2024 19:04,TCP,1078,kd324,Suspicious
140.182.82.195,207.95.22.86,51447,5597,1/20/2024 5:45,TCP,1227,xM662,Suspicious
161.139.146.44,182.78.157.167,62574,51369,1/20/2024 5:05,UDP,72,oK028,Malicious
221.248.193.47,75.196.71.41,37020,28211,1/17/2024 2:05,TCP,269,PF717,Suspicious
212.73.234.184,118.213.202.224,31712,5669,1/4/2024 17:48,ICMP,1090,vr972,Normal
42.167.108.24,52.22.132.92,22457,35115,1/4/2024 17:57,TCP,514,eN653,Suspicious
209.33.77.13,82.180.225.145,10310,26382,1/23/2024 2:10,UDP,718,Lj489,Malicious
53.225.103.71,164.227.226.12,34845,44432,1/3/2024 7:15,ICMP,751,pq924,Malicious
106.11.194.38,9.115.63.204,48445,25204,1/21/2024 7:12,ICMP,282,Tc004,Malicious
147.56.224.122,61.39.82.137,47476,2900,1/6/2024 15:16,TCP,522,fy779,Suspicious
151.78.8.46,88.144.36.27,29492,63317,1/18/2024 4:19,UDP,1179,XL172,Malicious
74.98.12.108,206.148.66.232,58706,52885,1/6/2024 5:04,TCP,549,oq206,Normal
43.213.81.118,128.21.82.114,9194,23638,1/4/2024 23:38,ICMP,407,ar953,Suspicious
213.53.18.20,213.127.204.158,45607,35196,1/19/2024 1:21,UDP,871,Be419,Suspicious
109.235.167.185,63.105.242.220,45476,63579,1/7/2024 8:50,ICMP,528,sd115,Normal
204.15.164.51,12.188.47.153,59741,28175,1/17/2024 1:30,UDP,522,XV141,Suspicious
203.215.25.84,111.246.152.98,46237,24776,1/7/2024 16:22,UDP,986,gp947,Malicious
204.65.140.41,188.85.60.160,30398,46157,1/9/2024 4:31,ICMP,553,lT153,Suspicious
103.40.196.212,87.218.166.115,5851,44838,1/22/2024 7:59,TCP,1235,XN545,Suspicious
150.150.198.75,16.19.234.55,55491,28181,1/1/2024 21:04,TCP,288,Ds653,Normal
38.141.110.102,50.123.69.6,53210,33884,1/17/2024 10:12,ICMP,597,Tg666,Malicious
51.150.47.202,63.147.194.193,64256,17278,1/13/2024 9:32,TCP,370,DW156,Suspicious
119.248.247.226,15.92.96.30,44848,44710,1/23/2024 11:12,TCP,301,TW412,Suspicious
159.99.77.3,161.54.215.203,3867,62868,1/17/2024 1:53,TCP,478,To106,Normal
151.112.222.190,73.196.114.44,4876,42338,1/13/2024 3:04,UDP,665,hx094,Suspicious
80.122.220.124,111.131.68.233,26494,4800,1/17/2024 9:58,UDP,1295,Jb161,Normal
186.194.205.71,85.32.240.248,44657,58469,1/9/2024 15:17,TCP,113,nD861,Suspicious
189.86.16.91,181.30.184.95,4297,20860,1/15/2024 13:41,ICMP,425,UC871,Suspicious
206.160.77.209,27.192.115.29,50072,3592,1/21/2024 17:21,UDP,554,MF657,Normal
190.231.249.158,7.5.101.166,52945,3785,1/3/2024 0:42,UDP,318,BK407,Normal
163.146.149.71,58.169.37.179,11747,53004,1/22/2024 6:15,ICMP,152,XU495,Suspicious
52.128.245.223,42.87.225.180,50651,62593,1/8/2024 5:31,UDP,742,Bk098,Malicious
125.174.23.247,209.192.202.13,38591,54818,1/8/2024 10:56,TCP,632,Gr437,Suspicious
186.180.141.167,26.27.110.158,49739,63023,1/15/2024 15:10,ICMP,886,kt244,Suspicious
18.127.95.75,63.157.116.75,16193,18786,1/5/2024 14:12,TCP,886,iU171,Suspicious
210.209.241.142,205.92.205.56,31659,57266,1/18/2024 9:02,ICMP,111,Ck309,Malicious
12.81.15.242,30.24.58.173,9918,46838,1/8/2024 10:22,TCP,1034,df447,Malicious
192.51.132.187,194.11.205.212,10155,18472,1/5/2024 11:47,ICMP,1479,nK361,Normal
111.200.25.130,177.249.37.210,48254,19462,1/17/2024 2:03,ICMP,903,FN816,Normal
22.98.114.40,192.15.212.229,52449,46642,1/4/2024 14:17,ICMP,818,iT332,Suspicious
198.224.209.187,18.157.68.177,32963,23981,1/23/2024 12:24,TCP,1113,pK273,Suspicious
178.123.89.109,33.43.70.28,55258,47376,1/17/2024 9:01,UDP,557,Iz940,Suspicious
11.78.185.50,134.109.39.97,51428,3437,1/14/2024 17:41,UDP,1495,ex604,Normal
113.30.129.30,154.203.202.146,45869,23757,1/18/2024 21:03,TCP,780,uB085,Malicious
144.98.106.188,223.50.135.181,1651,16095,1/22/2024 11:41,UDP,393,FL298,Suspicious
174.196.210.76,46.252.54.233,63164,61996,1/1/2024 9:28,TCP,942,su058,Malicious
125.193.155.52,188.35.166.34,64759,23190,1/5/2024 15:52,ICMP,446,aS758,Malicious
34.32.28.125,172.211.2.17,21678,39689,1/14/2024 13:56,UDP,1323,yA031,Malicious
161.24.132.131,97.65.16.114,53158,42616,1/15/2024 3:28,UDP,676,sI153,Malicious
128.13.226.175,177.189.57.171,13391,35954,1/7/2024 16:04,UDP,833,bt483,Normal
211.7.162.213,60.147.148.192,61829,4054,1/7/2024 13:40,ICMP,545,IQ842,Normal
184.139.20.30,50.160.86.167,64092,36907,1/7/2024 2:09,UDP,270,xE845,Normal
9.138.154.49,144.174.162.27,6666,27129,1/6/2024 6:19,TCP,708,Os606,Malicious
97.220.222.225,221.225.110.132,3244,8419,1/13/2024 2:49,TCP,1216,hK626,Normal
53.145.41.217,20.188.141.124,53711,41250,1/11/2024 20:14,UDP,933,tn358,Suspicious
101.190.109.250,128.192.9.209,64976,15398,1/15/2024 13:18,TCP,724,DY050,Suspicious
152.173.5.241,73.13.200.99,274,55678,1/1/2024 20:11,TCP,1167,tZ578,Normal
191.101.21.23,104.17.128.97,33535,26878,1/7/2024 14:53,TCP,777,kq758,Malicious
60.169.49.172,168.88.212.82,31229,46752,1/23/2024 13:27,TCP,160,wM986,Suspicious
44.152.212.211,123.183.186.74,30962,63909,1/3/2024 16:56,ICMP,134,aA038,Normal
206.184.163.73,222.165.173.47,822,35200,1/2/2024 14:51,UDP,1412,OY516,Suspicious
52.188.241.239,187.213.225.13,21945,36231,1/22/2024 2:45,TCP,417,AW421,Normal
15.94.181.67,4.160.115.15,22467,65311,1/8/2024 8:28,TCP,136,Qy555,Suspicious
162.182.103.57,17.140.237.215,28029,41588,1/4/2024 5:05,ICMP,238,Qr629,Suspicious
161.195.88.226,33.120.141.157,8761,28751,1/17/2024 16:45,ICMP,880,ct539,Malicious
184.251.240.192,106.218.110.60,2426,20302,1/3/2024 6:32,ICMP,388,BA257,Malicious
212.95.160.175,65.60.127.12,43586,889,1/23/2024 10:55,TCP,121,Bv806,Malicious
176.45.147.176,158.107.147.82,44697,42611,1/8/2024 4:30,ICMP,1402,NZ543,Suspicious
134.221.137.253,147.89.241.71,17054,55319,1/11/2024 21:51,UDP,578,Ku535,Suspicious
167.10.103.29,43.89.249.244,59690,59925,1/5/2024 23:13,ICMP,670,ea680,Malicious
213.62.141.50,79.215.50.229,128,41656,1/4/2024 17:55,UDP,198,bt651,Malicious
220.174.109.169,197.59.163.32,18034,56776,1/2/2024 23:27,TCP,756,Sd216,Normal
51.201.61.115,178.93.135.203,7801,52205,1/10/2024 1:11,TCP,366,dM743,Normal
115.19.89.75,96.198.35.197,24063,55887,1/20/2024 1:57,ICMP,122,Ei280,Malicious
148.207.169.55,15.185.24.49,26459,9426,1/16/2024 22:19,ICMP,1002,bp198,Suspicious
69.41.230.171,215.208.228.250,31579,33380,1/8/2024 7:02,UDP,93,mb032,Malicious
203.97.198.47,193.89.26.8,52647,29641,1/16/2024 7:12,UDP,1490,zC879,Malicious
136.135.87.73,52.233.201.223,60394,2115,1/15/2024 3:16,TCP,144,fZ366,Malicious
76.158.23.3,43.114.108.199,28152,42462,1/1/2024 23:48,ICMP,124,CA076,Normal
122.247.226.47,129.201.127.167,19203,37604,1/15/2024 10:29,TCP,515,EP987,Normal
39.102.164.150,204.189.66.234,47569,25801,1/25/2024 2:33,UDP,295,BC995,Suspicious
181.185.91.52,50.25.168.35,49025,56027,1/10/2024 12:10,TCP,542,SY892,Suspicious
8.113.87.146,36.110.73.17,6979,32659,1/24/2024 14:17,UDP,461,aO737,Suspicious
98.88.142.1,187.254.93.41,54618,60894,1/10/2024 19:21,TCP,466,BC505,Suspicious
101.154.10.109,132.103.209.102,3294,41033,1/5/2024 4:26,UDP,1226,nS430,Suspicious
124.242.128.78,149.205.229.251,21545,6589,1/1/2024 12:47,UDP,926,hD795,Normal
122.144.188.199,198.154.174.249,47767,56480,1/22/2024 0:33,UDP,158,KS021,Malicious
216.46.245.5,184.155.170.132,57791,23673,1/12/2024 0:25,ICMP,1403,GW899,Normal
187.45.210.170,81.174.87.71,37875,35107,1/13/2024 12:14,UDP,583,mp444,Normal
16.163.32.32,146.97.48.76,60262,5883,1/6/2024 2:56,UDP,85,dD155,Suspicious
14.45.20.236,155.98.109.114,10296,23450,1/6/2024 1:34,UDP,1014,pv000,Suspicious
132.66.114.230,180.167.29.127,23373,48551,1/13/2024 23:28,TCP,1160,YX515,Normal
15.95.185.208,132.156.228.137,218,35134,1/11/2024 20:14,TCP,545,Sw989,Suspicious
134.160.151.184,94.176.52.18,20660,33659,1/18/2024 21:52,ICMP,419,ng370,Suspicious
80.153.108.98,126.39.58.182,33185,34593,1/13/2024 8:42,ICMP,360,NP622,Normal
151.143.137.42,35.129.159.87,11448,55529,1/2/2024 4:51,UDP,828,xz494,Normal
35.101.4.200,137.193.216.246,34519,57711,1/24/2024 19:35,TCP,1497,bN944,Malicious
21.32.37.175,141.193.17.98,45853,9920,1/2/2024 17:05,ICMP,939,dh065,Suspicious
205.53.86.133,135.143.21.39,23230,32239,1/24/2024 5:53,TCP,1123,sB610,Normal
167.173.91.203,83.22.129.64,6195,13955,1/11/2024 3:48,TCP,849,Ki265,Normal
72.255.106.233,207.205.113.196,2185,8589,1/10/2024 3:04,TCP,788,rf236,Normal
