"subregion","region","pop","income","ipaddr","ufo2010","infections"
"mille lacs","minnesota",25740,46100,32675,1,22
"miller","arkansas",43634,40200,71697,5,109
"miller","georgia",5969,33248,637,0,0
"miller","missouri",24817,36411,7633,0,16
"mills","iowa",14837,61796,10834,2,3
"mills","texas",4828,38138,2680,0,0
"milwaukee","wisconsin",955205,43397,1954958,47,904
"miner","south dakota",2326,42361,1531,0,4
"mineral","colorado",709,54375,220,0,0
"mineral","montana",4167,36261,1264,1,3
"mineral","nevada",4653,31108,895,0,0
"mineral","west virginia",27956,34691,26910,2,59
"mingo","west virginia",26103,32794,8546,1,28
"minidoka","idaho",20037,43194,11117,0,13
"minnehaha","south dakota",175037,52758,267113,16,193
"missaukee","michigan",15031,39735,5961,4,21
"mississippi","arkansas",45562,34267,11434,2,43
"mississippi","missouri",14322,28474,2167,1,7
"missoula","montana",110977,43895,306013,25,120
"mitchell","georgia",23144,37597,9988,1,6
"mitchell","iowa",10725,49389,9455,0,1
"mitchell","kansas",6355,45237,14329,2,6
"mitchell","north carolina",15368,36165,6622,5,10
"mitchell","texas",9336,41281,5499,0,1
"mobile","alabama",413936,42187,221263,10,282
"modoc","california",9327,35402,5998,6,9
"moffat","colorado",13200,50758,10800,5,9
"mohave","arizona",203334,40573,166115,69,239
"moniteau","missouri",15625,50887,2200,4,7
"monmouth","new jersey",629384,83842,5408900,44,482
"mono","california",14348,60469,18757,6,6
"monona","iowa",9124,42283,5029,2,5
"monongalia","west virginia",100332,41325,191444,15,79
"monroe","alabama",22602,29849,16150,0,14
"monroe","arkansas",7828,28306,3074,0,5
"monroe","florida",74809,53889,0,0,0
"monroe","georgia",26637,48632,10903,1,11
"monroe","illinois",33357,69291,21349,2,64
"monroe","indiana",141019,38524,660735,0,123
"monroe","iowa",8063,43913,6541,2,7
"monroe","kentucky",10821,28548,4205,0,5
"monroe","michigan",151048,55826,161950,8,101
"monroe","mississippi",36421,35102,10165,2,8
"monroe","missouri",8703,39495,2296,0,3
"monroe","new york",747813,52260,4720935,63,681
"monroe","ohio",14549,38811,4279,0,1
"monroe","pennsylvania",168798,57700,101099,12,108
"monroe","tennessee",45133,35096,20600,4,29
"monroe","west virginia",13463,39047,3189,0,5
"monroe","wisconsin",45100,48306,42406,2,71
"montague","texas",19565,43509,11259,1,6
"montcalm","michigan",63097,40068,48230,7,26
"monterey","california",426762,59737,245895,17,199
"montezuma","colorado",25431,45623,11805,0,7
"montgomery","alabama",230149,44587,14726707,11,267
"montgomery","arkansas",9340,34934,2675,0,2
"montgomery","georgia",8913,34933,0,0,0
"montgomery","illinois",29620,41925,13439,2,13
"montgomery","indiana",38254,47929,92967,2,17
"montgomery","iowa",10566,38072,9514,1,8
"montgomery","kansas",34459,40925,15952,4,29
"montgomery","kentucky",26902,37393,19600,3,25
"montgomery","maryland",1004709,95660,2392009,46,725
"montgomery","mississippi",10614,33087,3917,0,16
"montgomery","missouri",11996,40175,1701,0,1
"montgomery","new york",49941,43254,35738,2,49
"montgomery","north carolina",27668,32946,5482,1,5
"montgomery","ohio",534325,44585,1202935,11,582
"montgomery","pennsylvania",808460,78446,2470794,50,628
"montgomery","tennessee",184468,49695,165711,15,204
"montgomery","texas",485047,66657,539659,26,312
"montgomery","virginia",95194,44231,206102,3,73
"montmorency","michigan",9476,34490,3316,0,1
"montour","pennsylvania",18356,46421,79865,2,9
"montrose","colorado",40725,47479,25573,0,14
"moody","south dakota",6446,49016,3742,2,9
"moore","north carolina",90302,48348,129333,7,48
"moore","tennessee",6339,45950,3704,0,2
"moore","texas",22313,48394,8804,0,9
"mora","new mexico",4705,39792,2300,0,2
"morehouse","louisiana",27559,31269,9636,3,22
"morgan","alabama",120395,45564,84604,1,97
"morgan","colorado",28472,42792,10992,3,22
"morgan","georgia",17881,46918,18629,3,35
"morgan","illinois",35272,44731,20363,0,32
"morgan","indiana",69356,56315,49226,2,27
"morgan","kentucky",13668,29872,10084,0,25
"morgan","missouri",20117,36928,7534,5,12
"morgan","ohio",14911,35855,2296,0,2
"morgan","tennessee",21931,37130,9107,0,9
"morgan","utah",9821,76472,5751,0,4
"morgan","west virginia",17471,36703,12646,1,23
"morrill","nebraska",4889,42075,766,0,0
"morris","kansas",5854,44070,15217,0,5
"morris","new jersey",497999,98148,1832576,42,354
"morris","texas",12787,39698,2300,0,7
"morrison","minnesota",33052,46054,26886,2,14
"morrow","ohio",34938,50252,29619,2,45
"morrow","oregon",11244,46110,267617,2,4
"morton","kansas",3169,44263,6650,0,3
"morton","north dakota",28101,55196,8966,1,14
"motley","texas",1202,33281,0,0,0
"moultrie","illinois",14933,48982,16097,0,6
"mountrail","north dakota",8734,56593,12773,0,6
"mower","minnesota",39372,45596,14901,1,37
"muhlenberg","kentucky",31181,37440,14665,3,29
"multnomah","oregon",759256,50726,3405017,187,805
"murray","georgia",39392,37004,15417,2,38
"murray","minnesota",8577,47833,6374,0,8
"murray","oklahoma",13663,41403,13550,2,8
"muscatine","iowa",42879,51134,5354,6,7
"muscogee","georgia",198413,41088,194437,18,217
"muskegon","michigan",170182,40298,88633,0,112
"muskingum","ohio",85950,40590,115238,3,57
"muskogee","oklahoma",70596,37990,30006,3,71
"musselshell","montana",4665,38669,2039,0,3
"nacogdoches","texas",66034,35378,86045,9,38
"nance","nebraska",3715,43399,1530,0,1
"nantucket","massachusetts",10298,84979,8731,0,9
"napa","california",139045,68641,100317,30,57
"nash","north carolina",95708,45052,56378,7,123
"nassau","florida",74629,58933,41775,5,57
"nassau","new york",1349233,95823,2459993,49,1332
"natchitoches","louisiana",39436,31830,24429,0,26
"natrona","wyoming",78621,53519,89718,9,59
"navajo","arizona",107094,38975,61587,16,54
"navarro","texas",47979,41074,26341,4,19
"nelson","kentucky",44319,45149,24534,4,30
"nelson","north dakota",3080,41961,2166,1,2
"nelson","virginia",14827,47426,9176,3,5
"nemaha","kansas",10132,47476,7140,1,6
"nemaha","nebraska",7154,41424,16625,0,11
"neosho","kansas",16406,38883,9404,1,6
"neshoba","mississippi",29785,36128,11373,0,19
"ness","kansas",3068,46417,1399,0,8
"nevada","arkansas",8925,38006,8,1,0
"nevada","california",98292,58077,75142,10,43
"new castle","delaware",546076,64158,18953788,41,436
"new hanover","north carolina",209234,48893,338399,0,335
"new haven","connecticut",862813,62497,877686,88,797
"new kent","virginia",19169,71198,15334,0,4
"new london","connecticut",274170,67010,354141,17,199
"new madrid","missouri",18488,34772,1398,0,2
"new york","new york",1619090,67204,12977872,6,969
"newaygo","michigan",47959,43864,37235,3,12
"newberry","south carolina",37576,42866,15492,0,20
"newport","rhode island",82036,69369,148043,7,104
"newport news","virginia",180726,50942,300626,17,170
"newton","arkansas",8086,29702,1529,3,7
"newton","georgia",101505,51691,60097,4,106
"newton","indiana",14044,48108,3752,0,1
"newton","mississippi",21601,37386,7621,1,23
"newton","missouri",59069,41873,35059,15,17
"newton","texas",14200,38409,2936,2,2
"nez perce","idaho",39531,44540,35930,5,46
"niagara","new york",215124,46599,123211,6,259
"nicholas","kentucky",7000,39586,1533,0,1
"nicholas","west virginia",26229,39636,12348,3,13
"nicollet","minnesota",32929,59877,79241,0,17
"niobrara","wyoming",2456,44875,6400,0,1
"noble","indiana",47582,47768,37455,2,33
"noble","ohio",14579,40239,2933,2,8
"noble","oklahoma",11522,43324,4122,0,4
"nobles","minnesota",21487,45552,11360,0,13
"nodaway","missouri",23419,38680,7723,2,8
"nolan","texas",14924,37177,49750,0,13
"norfolk","massachusetts",681845,83733,1588701,42,447
"norfolk","virginia",245782,43914,704715,26,489
"norman","minnesota",6634,43333,11755,2,5
"northampton","north carolina",21428,32090,4977,1,10
"northampton","pennsylvania",299267,60540,755518,19,213
"northampton","virginia",12226,36965,15089,0,6
"northumberland","pennsylvania",94428,39605,54956,1,68
"northumberland","virginia",12346,51256,13283,4,8
"norton","kansas",5612,37656,5099,0,2
"nottoway","virginia",15830,37507,5882,2,5
"nowata","oklahoma",10611,38459,766,0,0
"noxubee","mississippi",11218,21798,1953,1,3
"nuckolls","nebraska",4438,32444,1403,0,0
"nueces","texas",347691,44815,78385,1,106
"nye","nevada",42963,39740,20936,1,18
"oakland","michigan",1220657,66456,2766217,67,1235
"obion","tennessee",31340,39671,14663,0,21
"obrien","iowa",14172,45995,3823,2,7
"ocean","new jersey",580470,60712,312153,44,443
"oceana","michigan",26310,40422,9179,5,13
"ochiltree","texas",10728,49794,8431,0,41
"oconee","georgia",33619,75136,24553,1,20
"oconee","south carolina",74627,42641,50309,3,54
"oconto","wisconsin",37442,49396,35881,4,27
"ogemaw","michigan",21437,35988,7689,7,6
"ogle","illinois",52848,57094,34156,4,27
"oglethorpe","georgia",14618,43255,6506,0,6
"ohio","indiana",6079,50795,1531,1,4
"ohio","kentucky",24075,38252,4536,1,8
"ohio","west virginia",44075,41188,109144,1,58
"okaloosa","florida",190083,54140,80991,6,121
"okanogan","washington",41275,40537,19175,12,21
"okeechobee","florida",39467,36929,13943,0,5
"okfuskee","oklahoma",12358,34418,1527,0,1
"oklahoma","oklahoma",741781,44413,1156716,72,869
"okmulgee","oklahoma",39625,39324,21044,0,17
"oktibbeha","mississippi",48192,29013,98309,0,63
"oldham","kentucky",61412,82578,59232,1,135
"oldham","texas",2060,57054,382,0,1
"oliver","north dakota",1838,61131,254,0,0
"olmsted","minnesota",147066,66202,214155,9,138
"oneida","idaho",4215,44435,2809,0,3
"oneida","new york",233556,48382,272434,22,179
"oneida","wisconsin",35714,45184,45970,3,37
"onondaga","new york",466852,52636,972889,9,395
"onslow","north carolina",183263,45457,96092,17,175
"ontario","new york",108519,57069,98711,15,68
"ontonagon","michigan",6413,34786,2292,2,7
"orange","california",3090132,75762,6481303,265,2054
"orange","florida",1202234,49731,1929237,125,1322
"orange","indiana",19690,37618,5800,0,7
"orange","new york",374512,70294,417476,23,325
"orange","north carolina",137941,56055,358186,8,62
"orange","texas",82977,48833,50437,4,88
"orange","vermont",28924,52407,14018,8,20
"orange","virginia",34246,56837,16012,1,16
"orangeburg","south carolina",91476,33162,39687,4,68
"oregon","missouri",10997,27885,1321,2,1
"orleans","louisiana",369250,37325,791598,23,396
"orleans","new york",42836,47788,17642,4,42
"orleans","vermont",27109,40929,10169,0,13
"osage","kansas",16142,51878,8433,6,11
"osage","missouri",13858,47836,6235,0,9
"osage","oklahoma",47917,42847,23044,1,24
"osborne","kansas",3806,36489,2039,0,1
"osceola","florida",287416,46479,265393,18,295
"osceola","iowa",6193,45696,2554,0,4
"osceola","michigan",23276,39035,13650,5,24
"oscoda","michigan",8592,32838,16753,1,4
"oswego","new york",121700,47036,140356,3,202
"otero","colorado",18698,31246,14850,0,19
"otero","new mexico",66041,38588,94962,8,26
"otoe","nebraska",15747,50000,8805,1,7
"otsego","michigan",24020,46303,19365,8,24
"otsego","new york",61709,45334,174056,7,122
"ottawa","kansas",6072,53287,7314,1,5
"ottawa","michigan",269099,55661,339513,9,196
"ottawa","ohio",41339,53614,32077,2,39
"ottawa","oklahoma",32236,36931,11405,0,16
"otter tail","minnesota",57288,45494,62556,3,36
"ouachita","arkansas",25396,33008,16079,1,16
"ouachita","louisiana",155363,39724,174618,0,165
"ouray","colorado",4530,61935,2680,2,0
"outagamie","wisconsin",178816,57190,236875,7,249
"overton","tennessee",22190,34108,11128,2,13
"owen","indiana",21380,43553,8205,0,10
"owen","kentucky",10765,45551,4261,0,2
"owsley","kentucky",4722,19344,0,0,0
"owyhee","idaho",11439,32169,2335,4,5
"oxford","maine",57481,40889,50346,10,47
"ozark","missouri",9601,31992,5240,1,2
"ozaukee","wisconsin",86823,75634,64241,7,54
"pacific","washington",20575,40599,14438,0,8
"page","iowa",15713,41503,6693,1,6
"page","virginia",23895,43435,17193,9,2
"palm beach","florida",1356545,52951,1787007,104,1141
"palo alto","iowa",9275,44063,10924,1,5
"palo pinto","texas",27856,40385,9580,3,16
"pamlico","north carolina",13074,43658,2419,3,7
"panola","mississippi",34473,34592,9571,2,8
"panola","texas",24020,48088,20149,3,22
"park","colorado",16029,61284,5886,8,6
"park","montana",15567,41232,18875,4,7
"park","wyoming",28702,50105,32951,7,23
"parke","indiana",17069,42441,4151,0,2
"parker","texas",119712,63725,81677,14,66
"parmer","texas",10183,40926,2812,0,7
"pasco","florida",470391,44103,298085,46,386
"pasquotank","north carolina",40591,45298,20080,0,29
"passaic","new jersey",502885,56299,864311,9,491
"patrick","virginia",18451,36057,10215,2,13
"paulding","georgia",144800,63023,68516,13,123
"paulding","ohio",19295,43683,7175,0,10
"pawnee","kansas",6928,43676,897,0,3
"pawnee","nebraska",2765,44477,382,0,1
"pawnee","oklahoma",16474,41832,9663,2,8
"payette","idaho",22639,44943,20326,4,4
"payne","oklahoma",78399,35716,114105,2,28
"peach","georgia",27622,41333,23986,0,41
"pearl river","mississippi",55295,42971,16628,4,97
"pecos","texas",15619,40925,10983,1,13
"pembina","north dakota",7271,52270,2424,0,6
"pemiscot","missouri",18111,28798,6886,2,10
"pend oreille","washington",12980,38922,14570,3,8
"pender","north carolina",54195,44568,22846,2,46
"pendleton","kentucky",14604,48354,3531,0,6
"pendleton","west virginia",7566,32989,3703,1,3
"pennington","minnesota",14074,45007,8183,0,13
"pennington","south dakota",104347,48378,153999,16,85
"penobscot","maine",153746,43601,259275,21,153
"peoria","illinois",187254,50689,344151,14,220
"pepin","wisconsin",7390,48717,542,0,1
"perkins","nebraska",2931,52266,1405,0,0
"perkins","south dakota",3037,36042,1275,0,1
"perquimans","north carolina",13563,37862,3697,1,5
"perry","alabama",10181,27222,7788,0,19
"perry","arkansas",10339,42514,2837,3,2
"perry","illinois",22058,41333,12708,0,7
"perry","indiana",19462,45808,9300,0,14
"perry","kentucky",28241,32538,14916,0,24
"perry","mississippi",12086,39070,7900,0,14
"perry","missouri",19018,44383,11263,1,8
"perry","ohio",36015,42860,8313,3,17
"perry","pennsylvania",45701,54626,26793,0,47
"perry","tennessee",7860,31857,5738,1,8
"pershing","nevada",6749,56473,1281,1,0
"person","north carolina",39268,43271,18630,1,25
"petroleum","montana",511,38162,0,0,0
"pettis","missouri",42319,38669,31087,4,30
"phelps","missouri",44987,40675,92107,3,36
"phelps","nebraska",9215,44570,2164,0,4
"philadelphia","pennsylvania",1547607,36957,4222223,1,1573
"phillips","arkansas",20784,28225,8592,1,13
"phillips","colorado",4367,44717,3578,0,6
"phillips","kansas",5519,43476,2802,3,2
"phillips","montana",4128,38958,1020,2,4
"piatt","illinois",16504,58837,14948,0,11
"pickaway","ohio",56399,51418,26503,14,36
"pickens","alabama",19405,29096,2689,0,5
"pickens","georgia",29268,50582,15257,0,15
"pickens","south carolina",119670,42241,88572,13,105
"pickett","tennessee",5100,31157,1912,0,2
"pierce","georgia",18844,37489,6761,3,10
"pierce","nebraska",7166,51205,2809,0,1
"pierce","north dakota",4457,40139,6138,0,4
"pierce","washington",811681,58824,1042395,139,811
"pierce","wisconsin",40814,61443,93498,1,22
"pike","alabama",33182,31179,16372,1,19
"pike","arkansas",11247,32457,5858,0,9
"pike","georgia",17810,56433,8816,2,7
"pike","illinois",16308,40668,8146,1,8
"pike","indiana",12766,40525,3023,0,7
"pike","kentucky",64178,33148,29708,1,85
"pike","mississippi",40100,32751,14507,0,32
"pike","missouri",18565,42276,3077,1,0
"pike","ohio",28480,39669,15535,5,28
"pike","pennsylvania",56899,58672,33657,8,47
"pima","arizona",992394,46341,1465763,178,737
"pinal","arizona",387365,51212,206930,53,112
"pine","minnesota",29218,44463,9835,0,2
"pinellas","florida",921319,45891,1377012,43,723
"pipestone","minnesota",9345,42217,6498,0,7
"piscataquis","maine",17290,35123,11743,2,11
"pitkin","colorado",17263,68242,27071,5,20
"pitt","north carolina",172554,39824,146382,9,125
"pittsburg","oklahoma",45048,41317,16927,0,36
"pittsylvania","virginia",62807,40333,45670,16,60
"piute","utah",1524,36667,3414,0,5
"placer","california",361682,74645,458975,43,248
"plaquemines","louisiana",23921,55301,15467,1,19
"platte","missouri",92054,66487,56646,5,30
"platte","nebraska",32681,51273,89703,2,23
"platte","wyoming",8756,46171,13385,2,2
"pleasants","west virginia",7595,39052,4719,1,8
"plumas","california",19399,44151,17947,3,2
"plymouth","iowa",24907,56387,15147,1,17
"plymouth","massachusetts",499759,74698,380860,35,387
"pocahontas","iowa",7150,42545,7525,3,5
"pocahontas","west virginia",8692,33816,5616,0,8
"poinsett","arkansas",24307,31939,10632,4,20
"pointe coupee","louisiana",22726,43030,10853,1,24
"polk","arkansas",20471,32395,13461,0,6
"polk","florida",616158,44398,654518,46,710
"polk","georgia",41188,38514,15795,2,35
"polk","iowa",443710,57473,1517360,35,603
"polk","minnesota",31416,49257,57446,3,37
"polk","missouri",31017,38423,31894,7,14
"polk","nebraska",5320,50298,636,1,1
"polk","north carolina",20271,43332,12794,2,15
"polk","oregon",76353,52865,47319,12,37
"polk","tennessee",16686,36204,16037,3,9
"polk","texas",45656,36073,20092,1,40
"polk","wisconsin",43610,49527,26554,3,44
"pondera","montana",6165,38852,2312,3,6
"pontotoc","mississippi",30594,38574,7069,0,15
"pontotoc","oklahoma",37958,40641,27622,4,32
"pope","arkansas",62765,40325,42038,16,55
"pope","illinois",4272,38651,7119,0,3
"pope","minnesota",10892,49599,9067,1,4
"portage","ohio",161451,51441,294397,14,102
"portage","wisconsin",70433,51887,164386,2,39
"porter","indiana",165682,62394,179513,3,145
"posey","indiana",25599,57757,3582,0,5
"pottawatomie","kansas",22302,54309,17245,0,33
"pottawatomie","oklahoma",70760,41332,42785,4,42
"pottawattamie","iowa",92913,49924,68338,1,74
"potter","pennsylvania",17577,40000,36170,0,19
"potter","south dakota",2359,45682,2300,0,21
"potter","texas",122335,37766,130131,20,132
"powder river","montana",1763,39091,638,0,2
"powell","kentucky",12483,28382,13947,2,21
"powell","montana",7096,41347,3051,2,1
"power","idaho",7778,41797,5007,0,2
"poweshiek","iowa",18736,52413,78054,0,15
"powhatan","virginia",28123,76235,13303,1,21
"prairie","arkansas",8458,36194,1548,3,2
"prairie","montana",1157,34440,1148,0,1
"pratt","kansas",9728,42825,5493,0,4
"preble","ohio",41886,48874,29014,5,29
"prentiss","mississippi",25390,32518,6636,0,14
"presidio","texas",7525,28724,4084,3,4
"presque isle","michigan",13129,39240,4658,2,2
"preston","west virginia",33832,43434,9894,1,20
"price","wisconsin",13869,41458,4539,0,3
"prince edward","virginia",23238,36789,96106,1,12
"prince george","virginia",36941,62924,143260,4,62
"prince georges","maryland",881138,73447,1739198,18,993
"prince william","virginia",430289,95531,485287,23,351
"providence","rhode island",628323,49411,986532,46,646
"prowers","colorado",12389,34513,3464,0,7
"pueblo","colorado",160852,41273,205978,19,117
"pulaski","arkansas",388953,45897,999186,31,650
"pulaski","georgia",11720,32424,7249,0,8
"pulaski","illinois",5998,31712,2181,0,4
"pulaski","indiana",13124,45029,13810,0,10
"pulaski","kentucky",63593,33282,42495,1,83
"pulaski","missouri",53259,46919,78257,5,63
"pulaski","virginia",34736,40987,86311,4,29
"pushmataha","oklahoma",11205,29053,5484,0,7
"putnam","florida",73263,34174,53645,7,85
"putnam","georgia",21198,41756,17384,1,14
"putnam","illinois",5886,52409,2244,0,3
"putnam","indiana",37750,50165,97381,0,26
"putnam","missouri",4931,34556,2806,0,1
"putnam","new york",99607,92711,51978,6,85
"putnam","ohio",34198,59378,23022,1,40
"putnam","tennessee",73229,34305,133204,6,183
"putnam","west virginia",56435,53640,32332,1,49
"quay","new mexico",8769,29772,3160,1,5
"queen annes","maryland",48595,84483,23454,4,13
"queens","new york",2272771,56406,1412251,31,1674
"quitman","georgia",2404,32656,510,0,0
"quitman","mississippi",7798,24545,2055,0,11
"rabun","georgia",16297,33533,19291,3,38
"racine","wisconsin",194797,54356,430634,12,153
"rains","texas",10943,45168,7275,3,6
"raleigh","west virginia",79021,38596,33879,12,56
"ralls","missouri",10277,47286,84708,0,25
"ramsey","minnesota",520152,52713,3011339,10,621
"ramsey","north dakota",11536,44452,18660,0,11
"randall","texas",125082,57121,85885,4,64
"randolph","alabama",22675,35823,9304,0,8
"randolph","arkansas",17930,33072,5535,5,10
"randolph","georgia",7327,29071,7163,0,6
"randolph","illinois",32956,46148,28768,3,16
"randolph","indiana",25815,41544,6313,0,10
"randolph","missouri",25330,36484,12529,3,23
"randolph","north carolina",142466,40602,69259,6,79
"randolph","west virginia",29384,35560,18613,3,36
"rankin","mississippi",145165,56159,135550,7,180
"ransom","north dakota",5444,47922,2808,0,0
"rapides","louisiana",132373,40470,108880,0,169
"rappahannock","virginia",7456,64113,6402,0,2
"ravalli","montana",40617,43512,36856,7,21
"rawlins","kansas",2560,40625,1029,0,1
"ray","missouri",23064,54670,11268,3,17
"reagan","texas",3475,58491,636,0,2
"real","texas",3369,25870,2422,3,6
"red lake","minnesota",4087,47719,1785,0,1
"red river","louisiana",8983,37159,2325,0,5
"red river","texas",12694,36969,2931,5,5
"red willow","nebraska",10975,42627,9464,0,7
"redwood","minnesota",15847,45177,15154,0,10
"reeves","texas",13798,35552,4626,2,5
"refugio","texas",7259,42470,1048,0,5
"reno","kansas",64438,42207,30941,9,52
"rensselaer","new york",159835,56271,594417,3,126
"renville","minnesota",15369,48442,15630,0,14
"renville","north dakota",2559,50093,1647,0,3
"republic","kansas",4858,40538,3829,0,3
"reynolds","missouri",6667,33382,1789,0,3
"rhea","tennessee",32247,36934,23246,1,35
"rice","kansas",9985,46155,2838,1,6
"rice","minnesota",64854,59533,183233,8,32
"rich","utah",2267,53924,4474,0,2
"richardson","nebraska",8290,39512,8180,0,3
"richland","illinois",16176,42305,15093,0,18
"richland","louisiana",20921,38469,3320,0,2
"richland","montana",10810,57413,8185,0,22
"richland","north dakota",16217,48908,22905,1,4
"richland","ohio",122673,43098,102379,6,118
"richland","south carolina",393830,48485,801862,20,408
"richland","wisconsin",17818,44326,6793,0,10
"richmond","georgia",202587,39090,396866,15,227
"richmond","new york",470728,72752,275466,18,309
"richmond","north carolina",46627,31847,15364,2,47
"richmond","virginia",9059,46456,11765,0,4
"riley","kansas",75508,41427,197834,6,61
"ringgold","iowa",5096,42213,5877,0,1
"rio arriba","new mexico",40318,40232,29350,10,26
"rio blanco","colorado",6857,63125,12054,1,12
"rio grande","colorado",11943,37885,8227,0,1
"ripley","indiana",28583,49358,14602,3,21
"ripley","missouri",14036,30198,7670,3,22
"ritchie","west virginia",10236,34204,3442,2,10
"riverside","california",2268783,58365,1783684,241,1634
"roane","tennessee",53469,43129,38361,2,209
"roane","west virginia",14684,27772,5527,3,8
"roanoke","virginia",92901,62895,184591,16,136
"roberts","south dakota",10303,41483,4721,0,6
"roberts","texas",854,61042,765,1,0
"robertson","kentucky",2188,26544,254,0,3
"robertson","tennessee",66931,50759,30846,3,64
"robertson","texas",16545,38397,4779,2,3
"robeson","north carolina",135496,30874,129296,5,80
"rock","minnesota",9553,44510,4973,0,7
"rock","nebraska",1376,39977,1659,0,0
"rock","wisconsin",160418,50532,164353,6,114
"rock island","illinois",147457,46726,520405,11,140
"rockbridge","virginia",22394,45489,150583,2,15
"rockcastle","kentucky",17006,26967,6630,0,19
"rockdale","georgia",85820,55819,55037,10,74
"rockingham","new hampshire",297820,77470,684213,29,258
"rockingham","north carolina",92720,38311,37203,0,29
"rockingham","virginia",77391,51775,137941,9,61
"rockland","new york",317757,84661,336964,8,278
"rockwall","texas",83021,82146,79656,5,42
"roger mills","oklahoma",3774,54352,1796,1,4
"rogers","oklahoma",88367,58434,37461,1,77
"rolette","north dakota",14382,27662,5742,0,14
"rooks","kansas",5223,40000,2039,2,3
"roosevelt","montana",10927,37807,5224,5,7
"roosevelt","new mexico",20419,35841,9979,0,7
"roscommon","michigan",24106,33286,23111,1,23
"roseau","minnesota",15476,48612,10240,0,11
"rosebud","montana",9396,44449,3868,1,5
"ross","ohio",77429,44577,36435,17,55
"routt","colorado",23334,64230,28564,1,14
"rowan","kentucky",23447,32763,78552,0,41
"rowan","north carolina",138180,43121,121918,11,79
"runnels","texas",10449,38556,4118,4,4
"rush","indiana",17095,47102,29058,1,8
"rush","kansas",3220,40036,765,1,0
"rusk","texas",54026,46438,36540,2,36
"rusk","wisconsin",14316,38821,4742,1,3
"russell","alabama",57820,33754,105713,2,86
"russell","kansas",6946,38168,6777,1,5
"russell","kentucky",17497,31087,10122,0,19
"russell","virginia",28445,32555,8772,0,11
"rutherford","north carolina",67323,37128,51178,1,72
"rutherford","tennessee",274454,54433,248438,4,201
"rutland","vermont",60869,48190,99541,1,44
"sabine","louisiana",24325,36959,12563,0,5
"sabine","texas",10433,33109,5871,0,4
"sac","iowa",10153,44392,5376,1,2
"sacramento","california",1450121,56553,4212259,166,1268
"sagadahoc","maine",35191,56865,81104,4,31
"saginaw","michigan",198353,43258,129631,11,212
"saguache","colorado",6304,33672,4604,9,4
"salem","new jersey",65774,57174,28030,6,45
"saline","arkansas",111845,52982,60208,4,89
"saline","illinois",24946,36083,19598,1,11
"saline","kansas",55988,45635,50490,0,58
"saline","missouri",23339,39727,9106,3,15
"saline","nebraska",14557,45347,5115,1,11
"salt lake","utah",1063842,59168,3399900,89,1044
"saluda","south carolina",19893,39095,659,0,2
"sampson","north carolina",63949,36832,27305,1,56
"san augustine","texas",8818,26841,5380,1,5
"san benito","california",56884,65570,28815,12,19
"san bernardino","california",2081313,55853,1876414,246,1525
"san diego","california",3177063,63857,20133332,211,1566
"san francisco","california",825863,72947,4716334,117,625
"san jacinto","texas",27126,48750,7048,3,4
"san joaquin","california",702612,53764,589780,43,513
"san juan","colorado",690,36378,510,1,0
"san juan","new mexico",128529,49024,39523,16,31
"san juan","utah",14965,37611,39496,2,40
"san juan","washington",15824,51395,16354,6,2
"san luis obispo","california",274804,58630,279694,42,153
"san mateo","california",739311,87633,4046698,42,354
"san miguel","colorado",7580,66789,4931,0,3
"san miguel","new mexico",28891,32332,10068,5,6
"san patricio","texas",65600,48389,24450,3,40
"san saba","texas",6002,38675,3317,1,5
"sanborn","south dakota",2324,46736,891,0,3
"sanders","montana",11408,30368,6448,2,12
"sandoval","new mexico",135588,57651,162408,6,100
"sandusky","ohio",60510,47277,35566,5,61
"sangamon","illinois",199271,53508,469915,17,276
"sanilac","michigan",42268,40437,16915,7,12
"sanpete","utah",27906,44799,86105,0,20
"santa barbara","california",431249,61896,441086,42,123
"santa clara","california",1837504,89064,71672091,219,1413
"santa cruz","arizona",47303,38092,13178,4,7
"santa cruz","california",266776,66030,646460,18,90
"santa fe","new mexico",146375,53698,192081,6,121
"santa rosa","florida",158512,55913,68308,6,77
"sarasota","florida",386147,49212,300520,67,296
"saratoga","new york",222133,67186,342341,4,169
"sargent","north dakota",3896,52154,1529,0,1
"sarpy","nebraska",165853,69018,162698,69,109
"sauk","wisconsin",62597,51121,52154,2,49
"saunders","nebraska",20823,58348,10164,3,8
"sawyer","wisconsin",16581,39228,17974,4,35
"schenectady","new york",155124,55587,598612,0,138
"schleicher","texas",3264,46058,1086,2,1
"schley","georgia",4990,34691,1273,0,7
"schoharie","new york",32099,50795,81367,2,25
"schoolcraft","michigan",8343,38367,1223,1,1
"schuyler","illinois",7457,43902,1656,0,3
"schuyler","missouri",4370,32862,636,0,2
"schuyler","new york",18514,47804,16593,6,13
"schuylkill","pennsylvania",147063,44150,87157,8,104
"scioto","ohio",78477,33596,90954,18,49
"scotland","missouri",4877,36863,1527,0,4
"scotland","north carolina",36094,30465,17126,3,22
"scott","arkansas",11010,38910,1544,0,4
"scott","illinois",5290,50702,3318,0,6
"scott","indiana",23791,40532,4402,1,11
"scott","iowa",168799,51274,222236,16,256
"scott","kansas",4937,58453,2553,0,5
"scott","kentucky",49057,57967,95073,3,30
"scott","minnesota",135152,83415,177400,7,155
"scott","mississippi",28250,36999,16858,1,19
"scott","missouri",39139,39113,10968,0,16
